Year,AT,BE,BG,CY,CZ,DE,DK,EE,ES,FI,FR,GR,HR,HU,IE,IS,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK,TR,GB
2004,256.42704467536026,312.2953969590624,677.6763303940113,828.6831847995356,760.2176574502976,625.0455994684453,656.3158961942329,1224.9269504377032,446.34687170788396,366.8843369604936,124.24047506073232,979.3498094635062,361.89847106883064,588.800997627948,628.5353690028124,0.5367539525699943,530.5304052673272,157.8330517905227,340.2180204582054,308.5851505466446,991.5415201339426,656.2433010217984,5.872705115972071,1156.84438186952,534.0824963931775,629.0850005194642,57.07411801304763,435.67269894220334,314.4084327111277,630.230248758731,536.453387073283
2005,242.2761067706582,310.9764084363031,631.2193925529068,848.3166923906849,786.3688097478083,608.5506371449792,634.0726262719851,1205.8046568809536,463.5729448088979,278.827896447092,147.63399307597453,974.1148056249671,386.31606201502757,498.45022042181427,634.8535329222358,0.5273177185344471,463.6449901357997,220.88986897073244,336.4244156213733,287.6311467393553,937.2056832553895,637.0158031489425,4.616636892107403,1138.525308225656,593.1022244832674,592.2220561878903,48.22341052071301,437.4013115279504,275.67160744983823,655.1233107578825,526.0274855263946
2006,237.83956019498544,301.4281214214808,617.795227739597,840.4367592925108,772.0545294407701,601.3072527934235,684.9866440938184,1163.095441475343,419.66807588342334,379.652816091782,144.3877056485423,909.499905113117,389.6889376318302,500.5280071105726,582.6754591720784,1.0133042115483946,456.4716782836554,247.87195807041303,336.5259664468385,337.4967987581349,938.5683848114278,622.3916993376554,5.372904156729851,1150.6841721117062,503.0083905367454,625.2298002857409,54.03982120239891,445.08220581119576,258.1347119621604,618.8609771851765,551.2205249709607
2007,218.65508436303327,284.25680136533487,750.1411081111846,843.4386084582549,770.6271787279923,617.0358039306277,662.3319002931462,1159.1582660419335,433.33361363739857,353.2897189782324,129.3981410184454,935.5105321704489,476.05930215561204,485.0728797369217,555.2342028430074,2.108911164229577,446.7043374468248,196.88576098048543,326.9786344315792,331.4871546732879,939.9163036252768,619.7922551932347,9.475268395672035,1122.451162557917,473.1486960218551,749.0405021377777,50.26545878472373,468.5313591263625,267.0673462886883,666.2268707501756,538.833724430758
2008,203.3197828198756,283.68357275375365,731.3137332755352,841.048789777209,763.764324076219,582.130948828884,648.2889582719138,1144.3857146027071,365.4761723604731,286.27498730134573,119.41275895740817,925.468835002443,423.1793043573243,465.4077944819443,520.1840131577555,0.9430967431891886,434.8556481573994,183.58338791981012,312.32990604192275,287.80298881404286,913.6633631696858,611.6945106962081,5.4511196542588625,1093.217415567789,465.59542432302254,677.591179604919,49.47054195963549,415.1767762642537,262.0123737787591,675.563610643499,532.0814515835486
2009,180.48093226033944,253.4699700932552,682.5645590691041,822.8475972531797,725.4945819141045,579.0976124204382,645.9773997399939,1144.577064168671,333.667712540008,315.919996949428,97.25925197582369,909.2844110762699,340.26371094265204,430.52740689277374,498.8744743935345,0.8176623811159737,417.19106360466014,180.9253324966605,341.8315741479939,269.71001702155405,914.8835475670832,572.9287762963927,59.665466242105516,1069.8513405328965,443.923945636143,605.7680310285542,56.0449757055226,396.6703175011932,245.59985597967352,691.8424271786789,482.98201278731415
2010,203.6385520112713,256.26586716714536,669.7799491400287,779.4464596718725,723.8517855509176,562.8236796906548,598.8306214372092,1093.3236322503606,269.88807441075494,352.88949627386205,93.55111007492772,931.9483975360947,279.91741169195046,423.23194424804666,509.51580938518464,0.861647451474046,402.55438203635254,603.5442416842004,292.2789340542996,288.30644510598415,937.1116018399141,569.105785809515,23.450545853204275,1061.182725957345,331.1664644671779,532.7283866880439,67.7562272622111,401.4174412966249,216.9007998628206,600.8527213063118,491.3497357378781
2011,214.3431298598636,239.25233349568066,716.7499894571571,804.8227766828335,701.5686738963408,573.9421061748209,546.6598631796113,1098.4108586905854,335.79399231033665,303.0729421686094,79.38912931810387,940.9782084417224,389.64062172574313,416.0060793680816,478.9526974251728,0.6982886318548805,389.6120004452979,556.940533840324,301.40110589609316,291.1805162301416,931.2928996625632,562.6170282041732,21.830975222918585,1044.0835748039358,387.9646424908311,607.9936718545399,53.8318062275998,410.0298534634468,225.13297304325587,606.2136844273003,472.2799204443106
2012,164.49619768236357,255.21606166651114,668.9754160598322,802.6290332812706,663.9744159335755,579.6152996653262,500.34282340663543,1033.6713834529032,351.1378244950729,245.64632452671833,84.14688656496098,925.2338735866414,374.07591539585246,402.3376039056476,511.9824044352505,0.6899781778505184,372.988268696959,545.1798962460774,305.06413031574067,260.3244517994325,936.3823290654998,604.3757118487232,24.044702787164645,1018.6751721760229,466.65948968660115,606.5867090829557,44.66299378639648,398.5637268738241,217.3960019371078,585.691564052971,523.0256525486462
2013,155.4085946683363,232.36257371016342,624.4009661185526,706.4475990909796,629.8802177505746,577.4813819560753,513.460426088632,1092.245021679584,284.66960876407967,272.9006499304042,83.00758775637469,860.0995651017265,271.1184169334693,369.7519278716522,483.16927830382014,0.26627962708619096,330.870699433297,451.4692335497986,272.2759593385954,291.196800624948,774.8377295073051,617.96464596467,25.966862205479774,1015.4308054983147,391.04622249059213,498.6126815795061,47.31981163068715,372.36086476457035,202.20427534153012,568.2900667786246,485.6767535582901
2014,137.36582817102945,251.45176241128922,611.8126971936979,722.9891804746673,617.9214018035573,561.6862071793042,438.56854068822145,1103.96723274589,295.39580523448814,256.19921248786903,63.73755980936957,901.7737952758395,238.72234605618138,352.9289849444452,473.15937771243784,0.3010657227611849,312.2673281683709,396.46615305011505,256.4291325593106,308.4680989671637,757.858476545217,634.7251064770261,27.273096258942886,996.8998928690963,359.88356254587535,447.0332578413005,40.03471073468118,265.0926208205083,179.03311542055002,600.9079350631816,440.91540497509595
2015,155.5745637764222,274.0514648964433,607.4600773034289,710.7081001260846,636.7118765304424,527.9285430480354,382.94374374998745,1052.26487289836,335.85220491911565,211.72277615907828,65.59665280677416,788.5062346209984,285.33471392059107,345.53668859954905,459.35367811272533,0.23779738534259948,344.52955100487395,351.43671053206157,194.10408292648816,307.8337577597787,693.1347336921569,630.077856675377,25.34284805186973,974.885490496506,421.91045588304314,464.11270455637754,38.416183864905655,316.66499381223656,190.75155814232522,588.7545550422794,386.9970650526974
2016,142.29909313441925,209.04980076382796,582.686176887652,719.684619145003,651.9970106791112,525.2165448286378,407.3397540753175,1030.9627071958075,280.9719384996167,221.90370168503125,72.40260991391085,664.0268249373441,276.16621044737593,334.52518397139204,450.67376439722455,0.13600920830473104,319.7357599484091,338.47892550058475,146.8388671627924,279.5974863585065,692.0065291513845,595.5041438890619,23.903997132378286,967.6270709868958,342.54233452736554,424.55196825150483,42.135442288725635,313.9514048651847,184.66859933293975,600.1938456191778,303.47571201095553
2017,148.89839570153833,211.6009646663349,605.8696991687085,700.5617630467809,586.1479890241832,489.7480230328171,321.71855370514857,1031.0259334968564,321.09171393770674,216.86835324475382,82.34956396669754,701.2052588606796,263.7377911451978,329.32174602655857,418.4608643520887,0.03787093681162491,319.8750415987789,253.5716856622569,131.38994705327616,132.59336809845016,462.167044082151,554.4581367133551,24.392976047927633,962.1784307408132,400.8573417456325,418.05398295846317,40.763951745131294,314.4790279804785,187.7934646269431,587.4958143949563,271.91468435352215
2018,142.95069334476767,246.37732166283223,501.9097763424565,703.9777956398458,571.8714867331014,474.60089440471097,328.5854107620863,991.8342963194431,291.0972528424379,221.16709439460897,66.28708438261772,695.9879061720701,190.0652401910556,315.8165629961861,369.52048530460695,0.12736260767188928,303.4801154075239,254.47918085826893,120.7182598784877,217.1539023256487,378.0716417287026,532.8044289492605,23.80432845347978,965.5389456398519,358.55575118701125,378.4962719081981,42.31202435580696,307.9629002354374,200.53990757002165,580.4994474621168,256.5594995908642
