date,power,name
2023-10-16,13440.020833333334,NL
2023-10-17,13492.760416666666,NL
2023-10-18,13610.135416666666,NL
2023-10-19,13177.083333333334,NL
2023-10-20,11666.979166666666,NL
2023-10-21,11152.21875,NL
2023-10-22,13273.28125,NL
2023-10-23,13824.208333333334,NL
2023-10-24,13848.166666666666,NL
2023-10-25,14038.729166666666,NL
2023-10-26,13899.385416666666,NL
2023-10-27,12058.84375,NL
2023-10-28,11434.46875,NL
2023-10-29,14216.239583333334,NL
2023-10-30,14592.916666666666,NL
2023-10-31,14048.895833333334,NL
2023-11-01,14215.260416666666,NL
2023-11-02,13921.71875,NL
2023-11-03,12497.916666666666,NL
2023-11-04,11785.46875,NL
2023-11-05,14103.166666666666,NL
2023-11-06,14015.3125,NL
2023-11-07,14273.78125,NL
2023-11-08,14009.510416666666,NL
2023-11-09,14067.229166666666,NL
2023-11-10,12637.416666666666,NL
2023-11-11,11892.416666666666,NL
2023-11-12,14280.90625,NL
2023-11-13,14035.510416666666,NL
2023-11-14,14079.59375,NL
2023-11-15,14156.84375,NL
2023-11-16,14429.104166666666,NL
2023-11-17,12614.114583333334,NL
2023-11-18,12054.125,NL
